,Unnamed: 0,number,contract_name,name,address,position,banking,bonus,bike_stands,available_bike_stands,available_bikes,status,last_update,Unnamed: 0.1,distance,datetime,date,time,lat,lng
104,104.0,39.0,dublin,WILTON TERRACE,Wilton Terrace,"{'lat': 53.332383, 'lng': -6.252717}",FALSE,FALSE,20,14,6,OPEN,1620972361000,,,,,,,
105,105.0,83.0,dublin,EMMET ROAD,Emmet Road,"{'lat': 53.340714, 'lng': -6.308191}",FALSE,FALSE,40,23,17,OPEN,1620972476000,,,,,,,
106,106.0,92.0,dublin,HEUSTON BRIDGE (NORTH),Heuston Bridge (North),"{'lat': 53.347802, 'lng': -6.292432}",FALSE,FALSE,40,13,27,OPEN,1620972373000,,,,,,,
107,107.0,21.0,dublin,LEINSTER STREET SOUTH,Leinster Street South,"{'lat': 53.34218, 'lng': -6.254485}",FALSE,FALSE,30,27,3,OPEN,1620972229000,,,,,,,
108,108.0,88.0,dublin,BLACKHALL PLACE,Blackhall Place,"{'lat': 53.3488, 'lng': -6.281637}",FALSE,FALSE,30,14,16,OPEN,1620972318000,,,,,,,
0,0.0,42.0,dublin,SMITHFIELD NORTH,Smithfield North,"{'lat': 53.349562, 'lng': -6.278198}",FALSE,FALSE,30,7,23,OPEN,1621056877000,,,,,,,
1,1.0,30.0,dublin,PARNELL SQUARE NORTH,Parnell Square North,"{'lat': 53.353462, 'lng': -6.265305}",FALSE,FALSE,20,8,12,OPEN,1621056658000,,,,,,,
2,2.0,54.0,dublin,CLONMEL STREET,Clonmel Street,"{'lat': 53.336021, 'lng': -6.26298}",FALSE,FALSE,33,23,10,OPEN,1621056623000,,,,,,,
3,3.0,108.0,dublin,AVONDALE ROAD,Avondale Road,"{'lat': 53.359405, 'lng': -6.276142}",FALSE,FALSE,40,26,14,OPEN,1621056630000,,,,,,,
4,4.0,56.0,dublin,MOUNT STREET LOWER,Mount Street Lower,"{'lat': 53.33796, 'lng': -6.24153}",FALSE,FALSE,40,17,23,OPEN,1621056657000,,,,,,,
5,5.0,6.0,dublin,CHRISTCHURCH PLACE,Christchurch Place,"{'lat': 53.343368, 'lng': -6.27012}",FALSE,FALSE,20,11,9,OPEN,1621056657000,,,,,,,
6,6.0,18.0,dublin,GRANTHAM STREET,Grantham Street,"{'lat': 53.334123, 'lng': -6.265436}",FALSE,FALSE,30,12,18,OPEN,1621056435000,,,,,,,
7,7.0,32.0,dublin,PEARSE STREET,Pearse Street,"{'lat': 53.344304, 'lng': -6.250427}",FALSE,FALSE,30,27,3,OPEN,1621056634000,,,,,,,
8,8.0,52.0,dublin,YORK STREET EAST,York Street East,"{'lat': 53.338755, 'lng': -6.262003}",FALSE,FALSE,32,24,8,OPEN,1621056614000,,,,,,,
9,9.0,48.0,dublin,EXCISE WALK,Excise Walk,"{'lat': 53.347777, 'lng': -6.244239}",FALSE,FALSE,40,20,20,OPEN,1621056994000,,,,,,,
10,10.0,13.0,dublin,FITZWILLIAM SQUARE WEST,Fitzwilliam Square West,"{'lat': 53.336074, 'lng': -6.252825}",FALSE,FALSE,30,25,5,OPEN,1621056656000,,,,,,,
11,11.0,43.0,dublin,PORTOBELLO ROAD,Portobello Road,"{'lat': 53.330091, 'lng': -6.268044}",FALSE,FALSE,30,19,11,OPEN,1621056655000,,,,,,,
12,12.0,31.0,dublin,PARNELL STREET,Parnell Street,"{'lat': 53.350929, 'lng': -6.265125}",FALSE,FALSE,20,4,16,OPEN,1621056797000,,,,,,,
13,13.0,98.0,dublin,FREDERICK STREET SOUTH,Frederick Street South,"{'lat': 53.341515, 'lng': -6.256853}",FALSE,FALSE,40,36,4,OPEN,1621056659000,,,,,,,
14,14.0,23.0,dublin,CUSTOM HOUSE,Custom House,"{'lat': 53.348279, 'lng': -6.254662}",FALSE,FALSE,30,7,23,OPEN,1621056509000,,,,,,,
15,15.0,106.0,dublin,RATHDOWN ROAD,Rathdown Road,"{'lat': 53.35893, 'lng': -6.280337}",FALSE,FALSE,40,29,11,OPEN,1621056955000,,,,,,,
16,16.0,112.0,dublin,NORTH CIRCULAR ROAD (O'CONNELL'S),North Circular Road (O'Connell's),"{'lat': 53.357841, 'lng': -6.251557}",FALSE,FALSE,30,14,16,OPEN,1621056445000,,,,,,,
17,17.0,68.0,dublin,HANOVER QUAY,Hanover Quay,"{'lat': 53.344115, 'lng': -6.237153}",FALSE,FALSE,40,21,18,OPEN,1621056851000,,,,,,,
18,18.0,74.0,dublin,OLIVER BOND STREET,Oliver Bond Street,"{'lat': 53.343893, 'lng': -6.280531}",FALSE,FALSE,30,20,10,OPEN,1621056654000,,,,,,,
19,19.0,87.0,dublin,COLLINS BARRACKS MUSEUM,Collins Barracks Museum,"{'lat': 53.347477, 'lng': -6.28525}",FALSE,FALSE,38,27,11,OPEN,1621056655000,,,,,,,
20,20.0,84.0,dublin,BROOKFIELD ROAD,Brookfield Road,"{'lat': 53.339005, 'lng': -6.300217}",FALSE,FALSE,30,10,20,OPEN,1621056748000,,,,,,,
21,21.0,90.0,dublin,BENSON STREET,Benson Street,"{'lat': 53.344153, 'lng': -6.233451}",FALSE,FALSE,40,20,20,OPEN,1621056419000,,,,,,,
22,22.0,11.0,dublin,EARLSFORT TERRACE,Earlsfort Terrace,"{'lat': 53.334295, 'lng': -6.258503}",FALSE,FALSE,30,22,8,OPEN,1621056659000,,,,,,,
23,23.0,17.0,dublin,GOLDEN LANE,Golden Lane,"{'lat': 53.340803, 'lng': -6.267732}",FALSE,FALSE,20,16,4,OPEN,1621056761000,,,,,,,
24,24.0,45.0,dublin,DEVERELL PLACE,Deverell Place,"{'lat': 53.351464, 'lng': -6.255265}",FALSE,FALSE,30,28,2,OPEN,1621056656000,,,,,,,
25,25.0,114.0,dublin,WILTON TERRACE (PARK),Wilton Terrace (Park),"{'lat': 53.333653, 'lng': -6.248345}",FALSE,FALSE,40,22,18,OPEN,1621056654000,,,,,,,
26,26.0,72.0,dublin,JOHN STREET WEST,John Street West,"{'lat': 53.343105, 'lng': -6.277167}",FALSE,FALSE,31,12,19,OPEN,1621056657000,,,,,,,
27,27.0,63.0,dublin,FENIAN STREET,Fenian Street,"{'lat': 53.341428, 'lng': -6.24672}",FALSE,FALSE,35,19,15,OPEN,1621056909000,,,,,,,
28,28.0,113.0,dublin,MERRION SQUARE SOUTH,Merrion Square South,"{'lat': 53.338614, 'lng': -6.248606}",FALSE,FALSE,40,26,14,OPEN,1621056654000,,,,,,,
29,29.0,91.0,dublin,SOUTH DOCK ROAD,South Dock Road,"{'lat': 53.341833, 'lng': -6.231291}",FALSE,FALSE,30,21,9,OPEN,1621056805000,,,,,,,
30,30.0,99.0,dublin,CITY QUAY,City Quay,"{'lat': 53.346637, 'lng': -6.246154}",FALSE,FALSE,30,25,5,OPEN,1621056658000,,,,,,,
31,31.0,9.0,dublin,EXCHEQUER STREET,Exchequer Street,"{'lat': 53.343034, 'lng': -6.263578}",FALSE,FALSE,24,10,14,OPEN,1621056847000,,,,,,,
32,32.0,67.0,dublin,THE POINT,The Point,"{'lat': 53.346867, 'lng': -6.230852}",FALSE,FALSE,40,7,33,OPEN,1621056613000,,,,,,,
33,33.0,116.0,dublin,BROADSTONE,Broadstone,"{'lat': 53.3547, 'lng': -6.272314}",FALSE,FALSE,30,15,15,OPEN,1621056659000,,,,,,,
34,34.0,55.0,dublin,HATCH STREET,Hatch Street,"{'lat': 53.33403, 'lng': -6.260714}",FALSE,FALSE,36,25,11,OPEN,1621056654000,,,,,,,
35,35.0,62.0,dublin,LIME STREET,Lime Street,"{'lat': 53.346026, 'lng': -6.243576}",FALSE,FALSE,40,27,13,OPEN,1621056476000,,,,,,,
36,36.0,5.0,dublin,CHARLEMONT PLACE,Charlemont Street,"{'lat': 53.330662, 'lng': -6.260177}",FALSE,FALSE,40,29,11,OPEN,1621056428000,,,,,,,
37,37.0,97.0,dublin,KILMAINHAM GAOL,Kilmainham Gaol,"{'lat': 53.342113, 'lng': -6.310015}",FALSE,FALSE,40,25,15,OPEN,1621056589000,,,,,,,
38,38.0,61.0,dublin,HARDWICKE PLACE,Hardwicke Place,"{'lat': 53.357043, 'lng': -6.263232}",FALSE,FALSE,25,14,11,OPEN,1621056659000,,,,,,,
39,39.0,77.0,dublin,WOLFE TONE STREET,Wolfe Tone Street,"{'lat': 53.348875, 'lng': -6.267459}",FALSE,FALSE,29,20,9,OPEN,1621056674000,,,,,,,
40,40.0,73.0,dublin,FRANCIS STREET,Francis Street,"{'lat': 53.342081, 'lng': -6.275233}",FALSE,FALSE,30,14,16,OPEN,1621056432000,,,,,,,
41,41.0,4.0,dublin,GREEK STREET,Greek Street,"{'lat': 53.346874, 'lng': -6.272976}",FALSE,FALSE,20,10,10,OPEN,1621056658000,,,,,,,
42,42.0,49.0,dublin,GUILD STREET,Guild Street,"{'lat': 53.347932, 'lng': -6.240928}",FALSE,FALSE,40,22,18,OPEN,1621056852000,,,,,,,
43,43.0,19.0,dublin,HERBERT PLACE,Herbert Place,"{'lat': 53.334432, 'lng': -6.245575}",FALSE,FALSE,30,26,3,OPEN,1621056658000,,,,,,,
44,44.0,7.0,dublin,HIGH STREET,High Street,"{'lat': 53.343565, 'lng': -6.275071}",FALSE,FALSE,29,27,2,OPEN,1621056660000,,,,,,,
45,45.0,102.0,dublin,WESTERN WAY,Western Way,"{'lat': 53.354929, 'lng': -6.269425}",FALSE,FALSE,40,28,12,OPEN,1621056654000,,,,,,,
46,46.0,38.0,dublin,TALBOT STREET,Talbot Street,"{'lat': 53.350974, 'lng': -6.25294}",FALSE,FALSE,40,16,24,OPEN,1621056562000,,,,,,,
47,47.0,53.0,dublin,NEWMAN HOUSE,Newman House,"{'lat': 53.337132, 'lng': -6.26059}",FALSE,FALSE,40,33,7,OPEN,1621056656000,,,,,,,
48,48.0,58.0,dublin,SIR PATRICK DUN'S,Sir Patrick's Dun,"{'lat': 53.339218, 'lng': -6.240642}",FALSE,FALSE,40,2,38,OPEN,1621056931000,,,,,,,
49,49.0,66.0,dublin,NEW CENTRAL BANK,New Central Bank,"{'lat': 53.347122, 'lng': -6.234749}",FALSE,FALSE,40,27,13,OPEN,1621056881000,,,,,,,
50,50.0,104.0,dublin,GRANGEGORMAN LOWER (CENTRAL),Grangegorman Lower (Central),"{'lat': 53.355173, 'lng': -6.278424}",FALSE,FALSE,40,32,8,OPEN,1621056659000,,,,,,,
51,51.0,101.0,dublin,KING STREET NORTH,King Street North,"{'lat': 53.350291, 'lng': -6.273507}",FALSE,FALSE,30,7,22,OPEN,1621056899000,,,,,,,
52,52.0,115.0,dublin,KILLARNEY STREET,Killarney Street,"{'lat': 53.354845, 'lng': -6.247579}",FALSE,FALSE,30,3,27,OPEN,1621056903000,,,,,,,
53,53.0,47.0,dublin,HERBERT STREET,Herbert Street,"{'lat': 53.335742, 'lng': -6.24551}",FALSE,FALSE,40,31,9,OPEN,1621056468000,,,,,,,
54,54.0,117.0,dublin,HANOVER QUAY EAST,Hanover Quay East,"{'lat': 53.343653, 'lng': -6.231755}",FALSE,FALSE,40,30,10,OPEN,1621056656000,,,,,,,
55,55.0,8.0,dublin,CUSTOM HOUSE QUAY,Custom House Quay,"{'lat': 53.347884, 'lng': -6.248048}",FALSE,FALSE,30,13,17,OPEN,1621056656000,,,,,,,
56,56.0,27.0,dublin,MOLESWORTH STREET,Molesworth Street,"{'lat': 53.341288, 'lng': -6.258117}",FALSE,FALSE,20,14,6,OPEN,1621056527000,,,,,,,
57,57.0,16.0,dublin,GEORGES QUAY,Georges Quay,"{'lat': 53.347508, 'lng': -6.252192}",FALSE,FALSE,20,17,3,OPEN,1621056657000,,,,,,,
58,58.0,96.0,dublin,KILMAINHAM LANE,Kilmainham Lane,"{'lat': 53.341805, 'lng': -6.305085}",FALSE,FALSE,30,14,16,OPEN,1621056657000,,,,,,,
59,59.0,82.0,dublin,MOUNT BROWN,Mount Brown,"{'lat': 53.341645, 'lng': -6.29719}",FALSE,FALSE,22,11,10,OPEN,1621056699000,,,,,,,
60,60.0,76.0,dublin,MARKET STREET SOUTH,Market Street South,"{'lat': 53.342296, 'lng': -6.287661}",FALSE,FALSE,38,21,17,OPEN,1621056954000,,,,,,,
61,61.0,71.0,dublin,KEVIN STREET,Kevin Street,"{'lat': 53.337757, 'lng': -6.267699}",FALSE,FALSE,40,19,21,OPEN,1621056544000,,,,,,,
62,62.0,79.0,dublin,ECCLES STREET EAST,Eccles Street East,"{'lat': 53.358115, 'lng': -6.265601}",FALSE,FALSE,27,21,6,OPEN,1621056869000,,,,,,,
63,63.0,69.0,dublin,GRAND CANAL DOCK,Grand Canal Dock,"{'lat': 53.342638, 'lng': -6.238695}",FALSE,FALSE,40,1,38,OPEN,1621056964000,,,,,,,
64,64.0,25.0,dublin,MERRION SQUARE EAST,Merrion Square East,"{'lat': 53.339434, 'lng': -6.246548}",FALSE,FALSE,30,28,2,OPEN,1621056654000,,,,,,,
65,65.0,51.0,dublin,YORK STREET WEST,York Street West,"{'lat': 53.339334, 'lng': -6.264699}",FALSE,FALSE,40,29,11,OPEN,1621056656000,,,,,,,
66,66.0,37.0,dublin,ST. STEPHEN'S GREEN SOUTH,St. Stephen's Green South,"{'lat': 53.337494, 'lng': -6.26199}",TRUE,FALSE,30,11,19,OPEN,1621056659000,,,,,,,
67,67.0,59.0,dublin,DENMARK STREET GREAT,Denmark Street Great,"{'lat': 53.35561, 'lng': -6.261397}",FALSE,FALSE,20,15,5,OPEN,1621056654000,,,,,,,
68,68.0,95.0,dublin,ROYAL HOSPITAL,Royal Hospital,"{'lat': 53.343897, 'lng': -6.29706}",FALSE,FALSE,40,18,22,OPEN,1621056974000,,,,,,,
69,69.0,94.0,dublin,HEUSTON STATION (CAR PARK),Heuston Station (Car Park),"{'lat': 53.346985, 'lng': -6.297804}",FALSE,FALSE,40,33,7,OPEN,1621056658000,,,,,,,
70,70.0,105.0,dublin,GRANGEGORMAN LOWER (NORTH),Grangegorman Lower (North),"{'lat': 53.355954, 'lng': -6.278378}",FALSE,FALSE,36,27,9,OPEN,1621056808000,,,,,,,
71,71.0,36.0,dublin,ST. STEPHEN'S GREEN EAST,St. Stephen's Green East,"{'lat': 53.337824, 'lng': -6.256035}",FALSE,FALSE,40,40,0,OPEN,1621056658000,,,,,,,
72,72.0,93.0,dublin,HEUSTON STATION (CENTRAL),Heuston Station (Central),"{'lat': 53.346603, 'lng': -6.296924}",FALSE,FALSE,40,30,10,OPEN,1621056655000,,,,,,,
73,73.0,22.0,dublin,TOWNSEND STREET,Townsend Street,"{'lat': 53.345922, 'lng': -6.254614}",FALSE,FALSE,20,11,9,OPEN,1621056657000,,,,,,,
74,74.0,50.0,dublin,GEORGES LANE,George's Lane,"{'lat': 53.35023, 'lng': -6.279696}",FALSE,FALSE,40,29,11,OPEN,1621056796000,,,,,,,
75,75.0,110.0,dublin,PHIBSBOROUGH ROAD,Phibsborough Road,"{'lat': 53.356307, 'lng': -6.273717}",FALSE,FALSE,40,21,19,OPEN,1621056774000,,,,,,,
76,76.0,12.0,dublin,ECCLES STREET,Eccles Street,"{'lat': 53.359246, 'lng': -6.269779}",FALSE,FALSE,20,17,3,OPEN,1621056656000,,,,,,,
77,77.0,34.0,dublin,PORTOBELLO HARBOUR,Portobello Harbour,"{'lat': 53.330362, 'lng': -6.265163}",FALSE,FALSE,30,25,5,OPEN,1621056462000,,,,,,,
78,78.0,78.0,dublin,MATER HOSPITAL,Mater Hospital,"{'lat': 53.359967, 'lng': -6.264828}",FALSE,FALSE,40,34,6,OPEN,1621056657000,,,,,,,
79,79.0,2.0,dublin,BLESSINGTON STREET,Blessington Street,"{'lat': 53.356769, 'lng': -6.26814}",FALSE,FALSE,20,17,3,OPEN,1621056658000,,,,,,,
80,80.0,75.0,dublin,JAMES STREET,James Street,"{'lat': 53.343456, 'lng': -6.287409}",FALSE,FALSE,40,21,19,OPEN,1621056722000,,,,,,,
81,81.0,111.0,dublin,MOUNTJOY SQUARE EAST,Mountjoy Square East,"{'lat': 53.356717, 'lng': -6.256359}",FALSE,FALSE,40,21,19,OPEN,1621056449000,,,,,,,
82,82.0,26.0,dublin,MERRION SQUARE WEST,Merrion Square West,"{'lat': 53.339764, 'lng': -6.251988}",TRUE,FALSE,20,9,11,OPEN,1621056657000,,,,,,,
83,83.0,65.0,dublin,CONVENTION CENTRE,Convention Centre,"{'lat': 53.34744, 'lng': -6.238523}",TRUE,FALSE,40,32,8,OPEN,1621056656000,,,,,,,
84,84.0,15.0,dublin,HARDWICKE STREET,Hardwicke Street,"{'lat': 53.355473, 'lng': -6.264423}",FALSE,FALSE,16,14,2,OPEN,1621056654000,,,,,,,
85,85.0,86.0,dublin,PARKGATE STREET,Parkgate Street,"{'lat': 53.347972, 'lng': -6.291804}",FALSE,FALSE,38,37,1,OPEN,1621056658000,,,,,,,
86,86.0,10.0,dublin,DAME STREET,Dame Street,"{'lat': 53.344007, 'lng': -6.266802}",TRUE,FALSE,16,4,12,OPEN,1621056698000,,,,,,,
87,87.0,100.0,dublin,HEUSTON BRIDGE (SOUTH),Heuston Bridge (South),"{'lat': 53.347106, 'lng': -6.292041}",FALSE,FALSE,25,6,19,OPEN,1621056795000,,,,,,,
88,88.0,24.0,dublin,CATHAL BRUGHA STREET,Cathal Brugha Street,"{'lat': 53.352149, 'lng': -6.260533}",FALSE,FALSE,20,15,5,OPEN,1621056726000,,,,,,,
89,89.0,64.0,dublin,SANDWITH STREET,Sandwith Street,"{'lat': 53.345203, 'lng': -6.247163}",FALSE,FALSE,40,21,19,OPEN,1621056653000,,,,,,,
90,90.0,109.0,dublin,BUCKINGHAM STREET LOWER,Buckingham Street Lower,"{'lat': 53.353331, 'lng': -6.249319}",FALSE,FALSE,29,8,21,OPEN,1621056966000,,,,,,,
91,91.0,85.0,dublin,ROTHE ABBEY,Rothe Abbey,"{'lat': 53.338776, 'lng': -6.30395}",FALSE,FALSE,35,16,19,OPEN,1621056656000,,,,,,,
92,92.0,107.0,dublin,CHARLEVILLE ROAD,Charleville Road,"{'lat': 53.359157, 'lng': -6.281866}",FALSE,FALSE,40,20,20,OPEN,1621056531000,,,,,,,
93,93.0,33.0,dublin,PRINCES STREET / O'CONNELL STREET,Princes Street / O'Connell Street,"{'lat': 53.349013, 'lng': -6.260311}",TRUE,FALSE,23,8,15,OPEN,1621056883000,,,,,,,
94,94.0,44.0,dublin,UPPER SHERRARD STREET,Upper Sherrard Street,"{'lat': 53.358437, 'lng': -6.260641}",FALSE,FALSE,30,16,14,OPEN,1621056612000,,,,,,,
95,95.0,89.0,dublin,FITZWILLIAM SQUARE EAST,Fitzwilliam Square East,"{'lat': 53.335211, 'lng': -6.2509}",FALSE,FALSE,40,36,4,OPEN,1621056655000,,,,,,,
96,96.0,57.0,dublin,GRATTAN STREET,Grattan Street,"{'lat': 53.339629, 'lng': -6.243778}",FALSE,FALSE,23,16,7,OPEN,1621056871000,,,,,,,
97,97.0,80.0,dublin,ST JAMES HOSPITAL (LUAS),St James Hospital (Luas),"{'lat': 53.341359, 'lng': -6.292951}",FALSE,FALSE,40,30,10,OPEN,1621056654000,,,,,,,
98,98.0,41.0,dublin,HARCOURT TERRACE,Harcourt Terrace,"{'lat': 53.332763, 'lng': -6.257942}",FALSE,FALSE,20,8,12,OPEN,1621056658000,,,,,,,
99,99.0,3.0,dublin,BOLTON STREET,Bolton Street,"{'lat': 53.351182, 'lng': -6.269859}",FALSE,FALSE,20,18,2,OPEN,1621056894000,,,,,,,
100,100.0,40.0,dublin,JERVIS STREET,Jervis Street,"{'lat': 53.3483, 'lng': -6.266651}",FALSE,FALSE,21,12,9,OPEN,1621056656000,,,,,,,
101,101.0,29.0,dublin,ORMOND QUAY UPPER,Ormond Quay Upper,"{'lat': 53.346057, 'lng': -6.268001}",FALSE,FALSE,29,3,26,OPEN,1621056642000,,,,,,,
102,102.0,103.0,dublin,GRANGEGORMAN LOWER (SOUTH),Grangegorman Lower (South),"{'lat': 53.354663, 'lng': -6.278681}",FALSE,FALSE,40,39,1,OPEN,1621056660000,,,,,,,
103,103.0,28.0,dublin,MOUNTJOY SQUARE WEST,Mountjoy Square West,"{'lat': 53.356299, 'lng': -6.258586}",FALSE,FALSE,30,9,21,OPEN,1621056795000,,,,,,,
104,104.0,39.0,dublin,WILTON TERRACE,Wilton Terrace,"{'lat': 53.332383, 'lng': -6.252717}",FALSE,FALSE,20,16,4,OPEN,1621056572000,,,,,,,
105,105.0,83.0,dublin,EMMET ROAD,Emmet Road,"{'lat': 53.340714, 'lng': -6.308191}",FALSE,FALSE,40,26,14,OPEN,1621056624000,,,,,,,
106,106.0,92.0,dublin,HEUSTON BRIDGE (NORTH),Heuston Bridge (North),"{'lat': 53.347802, 'lng': -6.292432}",FALSE,FALSE,40,14,26,OPEN,1621056656000,,,,,,,
107,107.0,21.0,dublin,LEINSTER STREET SOUTH,Leinster Street South,"{'lat': 53.34218, 'lng': -6.254485}",FALSE,FALSE,30,15,15,OPEN,1621056657000,,,,,,,
108,108.0,88.0,dublin,BLACKHALL PLACE,Blackhall Place,"{'lat': 53.3488, 'lng': -6.281637}",FALSE,FALSE,30,15,15,OPEN,1621056922000,,,,,,,
0,0.0,42.0,dublin,SMITHFIELD NORTH,Smithfield North,"{'lat': 53.349562, 'lng': -6.278198}",FALSE,FALSE,30,0,30,OPEN,1621160930000,,,,,,,
1,1.0,30.0,dublin,PARNELL SQUARE NORTH,Parnell Square North,"{'lat': 53.353462, 'lng': -6.265305}",FALSE,FALSE,20,12,8,OPEN,1621160682000,,,,,,,
2,2.0,54.0,dublin,CLONMEL STREET,Clonmel Street,"{'lat': 53.336021, 'lng': -6.26298}",FALSE,FALSE,33,24,9,OPEN,1621160623000,,,,,,,
3,3.0,108.0,dublin,AVONDALE ROAD,Avondale Road,"{'lat': 53.359405, 'lng': -6.276142}",FALSE,FALSE,40,26,14,OPEN,1621160640000,,,,,,,
4,4.0,56.0,dublin,MOUNT STREET LOWER,Mount Street Lower,"{'lat': 53.33796, 'lng': -6.24153}",FALSE,FALSE,40,30,10,OPEN,1621160714000,,,,,,,
5,5.0,6.0,dublin,CHRISTCHURCH PLACE,Christchurch Place,"{'lat': 53.343368, 'lng': -6.27012}",FALSE,FALSE,20,12,8,OPEN,1621161020000,,,,,,,
6,6.0,18.0,dublin,GRANTHAM STREET,Grantham Street,"{'lat': 53.334123, 'lng': -6.265436}",FALSE,FALSE,30,17,13,OPEN,1621160842000,,,,,,,
7,7.0,32.0,dublin,PEARSE STREET,Pearse Street,"{'lat': 53.344304, 'lng': -6.250427}",FALSE,FALSE,30,27,3,OPEN,1621160986000,,,,,,,
8,8.0,52.0,dublin,YORK STREET EAST,York Street East,"{'lat': 53.338755, 'lng': -6.262003}",FALSE,FALSE,32,8,24,OPEN,1621160695000,,,,,,,
9,9.0,48.0,dublin,EXCISE WALK,Excise Walk,"{'lat': 53.347777, 'lng': -6.244239}",FALSE,FALSE,40,20,20,OPEN,1621160950000,,,,,,,
10,10.0,13.0,dublin,FITZWILLIAM SQUARE WEST,Fitzwilliam Square West,"{'lat': 53.336074, 'lng': -6.252825}",FALSE,FALSE,30,18,12,OPEN,1621160828000,,,,,,,
11,11.0,43.0,dublin,PORTOBELLO ROAD,Portobello Road,"{'lat': 53.330091, 'lng': -6.268044}",FALSE,FALSE,30,20,10,OPEN,1621161087000,,,,,,,
12,12.0,31.0,dublin,PARNELL STREET,Parnell Street,"{'lat': 53.350929, 'lng': -6.265125}",FALSE,FALSE,20,5,15,OPEN,1621160868000,,,,,,,
13,13.0,98.0,dublin,FREDERICK STREET SOUTH,Frederick Street South,"{'lat': 53.341515, 'lng': -6.256853}",FALSE,FALSE,40,34,6,OPEN,1621160519000,,,,,,,
14,14.0,23.0,dublin,CUSTOM HOUSE,Custom House,"{'lat': 53.348279, 'lng': -6.254662}",FALSE,FALSE,30,14,16,OPEN,1621160790000,,,,,,,
15,15.0,106.0,dublin,RATHDOWN ROAD,Rathdown Road,"{'lat': 53.35893, 'lng': -6.280337}",FALSE,FALSE,40,23,17,OPEN,1621161010000,,,,,,,
16,16.0,112.0,dublin,NORTH CIRCULAR ROAD (O'CONNELL'S),North Circular Road (O'Connell's),"{'lat': 53.357841, 'lng': -6.251557}",FALSE,FALSE,30,19,11,OPEN,1621160704000,,,,,,,
17,17.0,68.0,dublin,HANOVER QUAY,Hanover Quay,"{'lat': 53.344115, 'lng': -6.237153}",FALSE,FALSE,40,33,7,OPEN,1621160842000,,,,,,,
18,18.0,74.0,dublin,OLIVER BOND STREET,Oliver Bond Street,"{'lat': 53.343893, 'lng': -6.280531}",FALSE,FALSE,30,19,11,OPEN,1621160826000,,,,,,,
19,19.0,87.0,dublin,COLLINS BARRACKS MUSEUM,Collins Barracks Museum,"{'lat': 53.347477, 'lng': -6.28525}",FALSE,FALSE,38,36,2,OPEN,1621161088000,,,,,,,
20,20.0,84.0,dublin,BROOKFIELD ROAD,Brookfield Road,"{'lat': 53.339005, 'lng': -6.300217}",FALSE,FALSE,30,12,18,OPEN,1621160698000,,,,,,,
21,21.0,90.0,dublin,BENSON STREET,Benson Street,"{'lat': 53.344153, 'lng': -6.233451}",FALSE,FALSE,40,23,17,OPEN,1621161066000,,,,,,,
22,22.0,11.0,dublin,EARLSFORT TERRACE,Earlsfort Terrace,"{'lat': 53.334295, 'lng': -6.258503}",FALSE,FALSE,30,23,7,OPEN,1621160526000,,,,,,,
23,23.0,17.0,dublin,GOLDEN LANE,Golden Lane,"{'lat': 53.340803, 'lng': -6.267732}",FALSE,FALSE,20,11,9,OPEN,1621161018000,,,,,,,
24,24.0,45.0,dublin,DEVERELL PLACE,Deverell Place,"{'lat': 53.351464, 'lng': -6.255265}",FALSE,FALSE,30,14,16,OPEN,1621160838000,,,,,,,
25,25.0,114.0,dublin,WILTON TERRACE (PARK),Wilton Terrace (Park),"{'lat': 53.333653, 'lng': -6.248345}",FALSE,FALSE,40,27,13,OPEN,1621160995000,,,,,,,
26,26.0,72.0,dublin,JOHN STREET WEST,John Street West,"{'lat': 53.343105, 'lng': -6.277167}",FALSE,FALSE,31,22,9,OPEN,1621161086000,,,,,,,
27,27.0,63.0,dublin,FENIAN STREET,Fenian Street,"{'lat': 53.341428, 'lng': -6.24672}",FALSE,FALSE,35,17,18,OPEN,1621160662000,,,,,,,
28,28.0,113.0,dublin,MERRION SQUARE SOUTH,Merrion Square South,"{'lat': 53.338614, 'lng': -6.248606}",FALSE,FALSE,40,24,16,OPEN,1621160908000,,,,,,,
29,29.0,91.0,dublin,SOUTH DOCK ROAD,South Dock Road,"{'lat': 53.341833, 'lng': -6.231291}",FALSE,FALSE,30,7,23,OPEN,1621161075000,,,,,,,
30,30.0,99.0,dublin,CITY QUAY,City Quay,"{'lat': 53.346637, 'lng': -6.246154}",FALSE,FALSE,30,23,7,OPEN,1621160989000,,,,,,,
31,31.0,9.0,dublin,EXCHEQUER STREET,Exchequer Street,"{'lat': 53.343034, 'lng': -6.263578}",FALSE,FALSE,24,14,10,OPEN,1621160969000,,,,,,,
32,32.0,67.0,dublin,THE POINT,The Point,"{'lat': 53.346867, 'lng': -6.230852}",FALSE,FALSE,40,32,8,OPEN,1621160934000,,,,,,,
33,33.0,116.0,dublin,BROADSTONE,Broadstone,"{'lat': 53.3547, 'lng': -6.272314}",FALSE,FALSE,30,14,16,OPEN,1621160840000,,,,,,,
34,34.0,55.0,dublin,HATCH STREET,Hatch Street,"{'lat': 53.33403, 'lng': -6.260714}",FALSE,FALSE,36,29,7,OPEN,1621160618000,,,,,,,
35,35.0,62.0,dublin,LIME STREET,Lime Street,"{'lat': 53.346026, 'lng': -6.243576}",FALSE,FALSE,40,35,5,OPEN,1621161020000,,,,,,,
