,Unnamed: 0,number,contract_name,name,address,position,banking,bonus,bike_stands,available_bike_stands,available_bikes,status,last_update,Unnamed: 0.1,distance,datetime,date,time,lat,lng
0,0.0,42.0,dublin,SMITHFIELD NORTH,Smithfield North,"{'lat': 53.349562, 'lng': -6.278198}",FALSE,FALSE,30,4,26,OPEN,1620627725000,,,,,,,
1,1.0,30.0,dublin,PARNELL SQUARE NORTH,Parnell Square North,"{'lat': 53.353462, 'lng': -6.265305}",FALSE,FALSE,20,15,5,OPEN,1620627531000,,,,,,,
2,2.0,54.0,dublin,CLONMEL STREET,Clonmel Street,"{'lat': 53.336021, 'lng': -6.26298}",FALSE,FALSE,33,28,5,OPEN,1620627829000,,,,,,,
3,3.0,108.0,dublin,AVONDALE ROAD,Avondale Road,"{'lat': 53.359405, 'lng': -6.276142}",FALSE,FALSE,40,22,18,OPEN,1620627510000,,,,,,,
4,4.0,56.0,dublin,MOUNT STREET LOWER,Mount Street Lower,"{'lat': 53.33796, 'lng': -6.24153}",FALSE,FALSE,40,12,28,OPEN,1620627683000,,,,,,,
5,5.0,6.0,dublin,CHRISTCHURCH PLACE,Christchurch Place,"{'lat': 53.343368, 'lng': -6.27012}",FALSE,FALSE,20,20,0,OPEN,1620627695000,,,,,,,
6,6.0,18.0,dublin,GRANTHAM STREET,Grantham Street,"{'lat': 53.334123, 'lng': -6.265436}",FALSE,FALSE,30,21,9,OPEN,1620627728000,,,,,,,
7,7.0,32.0,dublin,PEARSE STREET,Pearse Street,"{'lat': 53.344304, 'lng': -6.250427}",FALSE,FALSE,30,10,20,OPEN,1620627627000,,,,,,,
8,8.0,52.0,dublin,YORK STREET EAST,York Street East,"{'lat': 53.338755, 'lng': -6.262003}",FALSE,FALSE,32,18,14,OPEN,1620627277000,,,,,,,
9,9.0,48.0,dublin,EXCISE WALK,Excise Walk,"{'lat': 53.347777, 'lng': -6.244239}",FALSE,FALSE,40,18,22,OPEN,1620627483000,,,,,,,
10,10.0,13.0,dublin,FITZWILLIAM SQUARE WEST,Fitzwilliam Square West,"{'lat': 53.336074, 'lng': -6.252825}",FALSE,FALSE,30,23,7,OPEN,1620627578000,,,,,,,
11,11.0,43.0,dublin,PORTOBELLO ROAD,Portobello Road,"{'lat': 53.330091, 'lng': -6.268044}",FALSE,FALSE,30,15,15,OPEN,1620627593000,,,,,,,
12,12.0,31.0,dublin,PARNELL STREET,Parnell Street,"{'lat': 53.350929, 'lng': -6.265125}",FALSE,FALSE,20,8,12,OPEN,1620627333000,,,,,,,
13,13.0,98.0,dublin,FREDERICK STREET SOUTH,Frederick Street South,"{'lat': 53.341515, 'lng': -6.256853}",FALSE,FALSE,40,34,6,OPEN,1620627460000,,,,,,,
14,14.0,23.0,dublin,CUSTOM HOUSE,Custom House,"{'lat': 53.348279, 'lng': -6.254662}",FALSE,FALSE,30,19,11,OPEN,1620627719000,,,,,,,
15,15.0,106.0,dublin,RATHDOWN ROAD,Rathdown Road,"{'lat': 53.35893, 'lng': -6.280337}",FALSE,FALSE,40,36,4,OPEN,1620627756000,,,,,,,
16,16.0,112.0,dublin,NORTH CIRCULAR ROAD (O'CONNELL'S),North Circular Road (O'Connell's),"{'lat': 53.357841, 'lng': -6.251557}",FALSE,FALSE,30,29,1,OPEN,1620627492000,,,,,,,
17,17.0,68.0,dublin,HANOVER QUAY,Hanover Quay,"{'lat': 53.344115, 'lng': -6.237153}",FALSE,FALSE,40,29,11,OPEN,1620627514000,,,,,,,
18,18.0,74.0,dublin,OLIVER BOND STREET,Oliver Bond Street,"{'lat': 53.343893, 'lng': -6.280531}",FALSE,FALSE,30,16,14,OPEN,1620627394000,,,,,,,
19,19.0,87.0,dublin,COLLINS BARRACKS MUSEUM,Collins Barracks Museum,"{'lat': 53.347477, 'lng': -6.28525}",FALSE,FALSE,38,12,26,OPEN,1620627744000,,,,,,,
20,20.0,84.0,dublin,BROOKFIELD ROAD,Brookfield Road,"{'lat': 53.339005, 'lng': -6.300217}",FALSE,FALSE,30,18,12,OPEN,1620627469000,,,,,,,
21,21.0,90.0,dublin,BENSON STREET,Benson Street,"{'lat': 53.344153, 'lng': -6.233451}",FALSE,FALSE,40,30,10,OPEN,1620627869000,,,,,,,
22,22.0,11.0,dublin,EARLSFORT TERRACE,Earlsfort Terrace,"{'lat': 53.334295, 'lng': -6.258503}",FALSE,FALSE,30,27,3,OPEN,1620627458000,,,,,,,
23,23.0,17.0,dublin,GOLDEN LANE,Golden Lane,"{'lat': 53.340803, 'lng': -6.267732}",FALSE,FALSE,20,1,19,OPEN,1620627649000,,,,,,,
24,24.0,45.0,dublin,DEVERELL PLACE,Deverell Place,"{'lat': 53.351464, 'lng': -6.255265}",FALSE,FALSE,30,8,22,OPEN,1620627795000,,,,,,,
25,25.0,114.0,dublin,WILTON TERRACE (PARK),Wilton Terrace (Park),"{'lat': 53.333653, 'lng': -6.248345}",FALSE,FALSE,40,19,21,OPEN,1620627543000,,,,,,,
26,26.0,72.0,dublin,JOHN STREET WEST,John Street West,"{'lat': 53.343105, 'lng': -6.277167}",FALSE,FALSE,31,23,8,OPEN,1620627354000,,,,,,,
27,27.0,63.0,dublin,FENIAN STREET,Fenian Street,"{'lat': 53.341428, 'lng': -6.24672}",FALSE,FALSE,35,32,3,OPEN,1620627373000,,,,,,,
28,28.0,113.0,dublin,MERRION SQUARE SOUTH,Merrion Square South,"{'lat': 53.338614, 'lng': -6.248606}",FALSE,FALSE,40,25,15,OPEN,1620627643000,,,,,,,
29,29.0,91.0,dublin,SOUTH DOCK ROAD,South Dock Road,"{'lat': 53.341833, 'lng': -6.231291}",FALSE,FALSE,30,10,20,OPEN,1620627827000,,,,,,,
30,30.0,99.0,dublin,CITY QUAY,City Quay,"{'lat': 53.346637, 'lng': -6.246154}",FALSE,FALSE,30,22,8,OPEN,1620627494000,,,,,,,
31,31.0,9.0,dublin,EXCHEQUER STREET,Exchequer Street,"{'lat': 53.343034, 'lng': -6.263578}",FALSE,FALSE,24,18,6,OPEN,1620627508000,,,,,,,
32,32.0,67.0,dublin,THE POINT,The Point,"{'lat': 53.346867, 'lng': -6.230852}",FALSE,FALSE,40,21,19,OPEN,1620627751000,,,,,,,
33,33.0,116.0,dublin,BROADSTONE,Broadstone,"{'lat': 53.3547, 'lng': -6.272314}",FALSE,FALSE,30,6,24,OPEN,1620627750000,,,,,,,
34,34.0,55.0,dublin,HATCH STREET,Hatch Street,"{'lat': 53.33403, 'lng': -6.260714}",FALSE,FALSE,36,27,9,OPEN,1620627689000,,,,,,,
35,35.0,62.0,dublin,LIME STREET,Lime Street,"{'lat': 53.346026, 'lng': -6.243576}",FALSE,FALSE,40,36,4,OPEN,1620627622000,,,,,,,
36,36.0,5.0,dublin,CHARLEMONT PLACE,Charlemont Street,"{'lat': 53.330662, 'lng': -6.260177}",FALSE,FALSE,40,38,2,OPEN,1620627689000,,,,,,,
37,37.0,97.0,dublin,KILMAINHAM GAOL,Kilmainham Gaol,"{'lat': 53.342113, 'lng': -6.310015}",FALSE,FALSE,40,12,28,OPEN,1620627796000,,,,,,,
38,38.0,61.0,dublin,HARDWICKE PLACE,Hardwicke Place,"{'lat': 53.357043, 'lng': -6.263232}",FALSE,FALSE,25,20,5,OPEN,1620627670000,,,,,,,
39,39.0,77.0,dublin,WOLFE TONE STREET,Wolfe Tone Street,"{'lat': 53.348875, 'lng': -6.267459}",FALSE,FALSE,29,28,1,OPEN,1620627303000,,,,,,,
40,40.0,73.0,dublin,FRANCIS STREET,Francis Street,"{'lat': 53.342081, 'lng': -6.275233}",FALSE,FALSE,30,19,11,OPEN,1620627283000,,,,,,,
41,41.0,4.0,dublin,GREEK STREET,Greek Street,"{'lat': 53.346874, 'lng': -6.272976}",FALSE,FALSE,20,9,11,OPEN,1620627814000,,,,,,,
42,42.0,49.0,dublin,GUILD STREET,Guild Street,"{'lat': 53.347932, 'lng': -6.240928}",FALSE,FALSE,40,25,15,OPEN,1620627676000,,,,,,,
43,43.0,19.0,dublin,HERBERT PLACE,Herbert Place,"{'lat': 53.334432, 'lng': -6.245575}",FALSE,FALSE,30,27,3,OPEN,1620627593000,,,,,,,
44,44.0,7.0,dublin,HIGH STREET,High Street,"{'lat': 53.343565, 'lng': -6.275071}",FALSE,FALSE,29,15,14,OPEN,1620627492000,,,,,,,
45,45.0,102.0,dublin,WESTERN WAY,Western Way,"{'lat': 53.354929, 'lng': -6.269425}",FALSE,FALSE,40,24,16,OPEN,1620627862000,,,,,,,
46,46.0,38.0,dublin,TALBOT STREET,Talbot Street,"{'lat': 53.350974, 'lng': -6.25294}",FALSE,FALSE,40,37,3,OPEN,1620627688000,,,,,,,
47,47.0,53.0,dublin,NEWMAN HOUSE,Newman House,"{'lat': 53.337132, 'lng': -6.26059}",FALSE,FALSE,40,27,13,OPEN,1620627797000,,,,,,,
48,48.0,58.0,dublin,SIR PATRICK DUN'S,Sir Patrick's Dun,"{'lat': 53.339218, 'lng': -6.240642}",FALSE,FALSE,40,18,21,OPEN,1620627634000,,,,,,,
49,49.0,66.0,dublin,NEW CENTRAL BANK,New Central Bank,"{'lat': 53.347122, 'lng': -6.234749}",FALSE,FALSE,40,25,14,OPEN,1620627595000,,,,,,,
50,50.0,104.0,dublin,GRANGEGORMAN LOWER (CENTRAL),Grangegorman Lower (Central),"{'lat': 53.355173, 'lng': -6.278424}",FALSE,FALSE,40,26,14,OPEN,1620627687000,,,,,,,
51,51.0,101.0,dublin,KING STREET NORTH,King Street North,"{'lat': 53.350291, 'lng': -6.273507}",FALSE,FALSE,30,6,23,OPEN,1620627720000,,,,,,,
52,52.0,115.0,dublin,KILLARNEY STREET,Killarney Street,"{'lat': 53.354845, 'lng': -6.247579}",FALSE,FALSE,30,25,5,OPEN,1620627565000,,,,,,,
53,53.0,47.0,dublin,HERBERT STREET,Herbert Street,"{'lat': 53.335742, 'lng': -6.24551}",FALSE,FALSE,40,33,7,OPEN,1620627702000,,,,,,,
54,54.0,117.0,dublin,HANOVER QUAY EAST,Hanover Quay East,"{'lat': 53.343653, 'lng': -6.231755}",FALSE,FALSE,40,35,5,OPEN,1620627577000,,,,,,,
55,55.0,8.0,dublin,CUSTOM HOUSE QUAY,Custom House Quay,"{'lat': 53.347884, 'lng': -6.248048}",FALSE,FALSE,30,11,19,OPEN,1620627638000,,,,,,,
56,56.0,27.0,dublin,MOLESWORTH STREET,Molesworth Street,"{'lat': 53.341288, 'lng': -6.258117}",FALSE,FALSE,20,6,14,OPEN,1620627367000,,,,,,,
57,57.0,16.0,dublin,GEORGES QUAY,Georges Quay,"{'lat': 53.347508, 'lng': -6.252192}",FALSE,FALSE,20,20,0,OPEN,1620627685000,,,,,,,
58,58.0,96.0,dublin,KILMAINHAM LANE,Kilmainham Lane,"{'lat': 53.341805, 'lng': -6.305085}",FALSE,FALSE,30,17,13,OPEN,1620627558000,,,,,,,
59,59.0,82.0,dublin,MOUNT BROWN,Mount Brown,"{'lat': 53.341645, 'lng': -6.29719}",FALSE,FALSE,22,3,19,OPEN,1620627444000,,,,,,,
60,60.0,76.0,dublin,MARKET STREET SOUTH,Market Street South,"{'lat': 53.342296, 'lng': -6.287661}",FALSE,FALSE,38,30,8,OPEN,1620627366000,,,,,,,
61,61.0,71.0,dublin,KEVIN STREET,Kevin Street,"{'lat': 53.337757, 'lng': -6.267699}",FALSE,FALSE,40,24,16,OPEN,1620627297000,,,,,,,
62,62.0,79.0,dublin,ECCLES STREET EAST,Eccles Street East,"{'lat': 53.358115, 'lng': -6.265601}",FALSE,FALSE,27,13,13,OPEN,1620627556000,,,,,,,
63,63.0,69.0,dublin,GRAND CANAL DOCK,Grand Canal Dock,"{'lat': 53.342638, 'lng': -6.238695}",FALSE,FALSE,40,24,16,OPEN,1620627720000,,,,,,,
64,64.0,25.0,dublin,MERRION SQUARE EAST,Merrion Square East,"{'lat': 53.339434, 'lng': -6.246548}",FALSE,FALSE,30,17,13,OPEN,1620627792000,,,,,,,
65,65.0,51.0,dublin,YORK STREET WEST,York Street West,"{'lat': 53.339334, 'lng': -6.264699}",FALSE,FALSE,40,26,14,OPEN,1620627620000,,,,,,,
66,66.0,37.0,dublin,ST. STEPHEN'S GREEN SOUTH,St. Stephen's Green South,"{'lat': 53.337494, 'lng': -6.26199}",TRUE,FALSE,30,13,17,OPEN,1620627851000,,,,,,,
67,67.0,59.0,dublin,DENMARK STREET GREAT,Denmark Street Great,"{'lat': 53.35561, 'lng': -6.261397}",FALSE,FALSE,20,13,6,OPEN,1620627806000,,,,,,,
68,68.0,95.0,dublin,ROYAL HOSPITAL,Royal Hospital,"{'lat': 53.343897, 'lng': -6.29706}",FALSE,FALSE,40,27,13,OPEN,1620627288000,,,,,,,
69,69.0,94.0,dublin,HEUSTON STATION (CAR PARK),Heuston Station (Car Park),"{'lat': 53.346985, 'lng': -6.297804}",FALSE,FALSE,40,32,8,OPEN,1620627666000,,,,,,,
70,70.0,105.0,dublin,GRANGEGORMAN LOWER (NORTH),Grangegorman Lower (North),"{'lat': 53.355954, 'lng': -6.278378}",FALSE,FALSE,36,22,14,OPEN,1620627734000,,,,,,,
71,71.0,36.0,dublin,ST. STEPHEN'S GREEN EAST,St. Stephen's Green East,"{'lat': 53.337824, 'lng': -6.256035}",FALSE,FALSE,40,36,4,OPEN,1620627305000,,,,,,,
72,72.0,93.0,dublin,HEUSTON STATION (CENTRAL),Heuston Station (Central),"{'lat': 53.346603, 'lng': -6.296924}",FALSE,FALSE,40,29,11,OPEN,1620627751000,,,,,,,
73,73.0,22.0,dublin,TOWNSEND STREET,Townsend Street,"{'lat': 53.345922, 'lng': -6.254614}",FALSE,FALSE,20,9,11,OPEN,1620627701000,,,,,,,
74,74.0,50.0,dublin,GEORGES LANE,George's Lane,"{'lat': 53.35023, 'lng': -6.279696}",FALSE,FALSE,40,28,12,OPEN,1620627613000,,,,,,,
75,75.0,110.0,dublin,PHIBSBOROUGH ROAD,Phibsborough Road,"{'lat': 53.356307, 'lng': -6.273717}",FALSE,FALSE,40,33,7,OPEN,1620627650000,,,,,,,
76,76.0,12.0,dublin,ECCLES STREET,Eccles Street,"{'lat': 53.359246, 'lng': -6.269779}",FALSE,FALSE,20,16,4,OPEN,1620627543000,,,,,,,
77,77.0,34.0,dublin,PORTOBELLO HARBOUR,Portobello Harbour,"{'lat': 53.330362, 'lng': -6.265163}",FALSE,FALSE,30,20,10,OPEN,1620627594000,,,,,,,
78,78.0,78.0,dublin,MATER HOSPITAL,Mater Hospital,"{'lat': 53.359967, 'lng': -6.264828}",FALSE,FALSE,40,13,27,OPEN,1620627756000,,,,,,,
79,79.0,2.0,dublin,BLESSINGTON STREET,Blessington Street,"{'lat': 53.356769, 'lng': -6.26814}",FALSE,FALSE,20,14,6,OPEN,1620627769000,,,,,,,
80,80.0,75.0,dublin,JAMES STREET,James Street,"{'lat': 53.343456, 'lng': -6.287409}",FALSE,FALSE,40,25,15,OPEN,1620627350000,,,,,,,
81,81.0,111.0,dublin,MOUNTJOY SQUARE EAST,Mountjoy Square East,"{'lat': 53.356717, 'lng': -6.256359}",FALSE,FALSE,40,36,4,OPEN,1620627446000,,,,,,,
82,82.0,26.0,dublin,MERRION SQUARE WEST,Merrion Square West,"{'lat': 53.339764, 'lng': -6.251988}",TRUE,FALSE,20,5,15,OPEN,1620627338000,,,,,,,
83,83.0,65.0,dublin,CONVENTION CENTRE,Convention Centre,"{'lat': 53.34744, 'lng': -6.238523}",TRUE,FALSE,40,25,15,OPEN,1620627820000,,,,,,,
84,84.0,15.0,dublin,HARDWICKE STREET,Hardwicke Street,"{'lat': 53.355473, 'lng': -6.264423}",FALSE,FALSE,16,13,2,OPEN,1620627593000,,,,,,,
85,85.0,86.0,dublin,PARKGATE STREET,Parkgate Street,"{'lat': 53.347972, 'lng': -6.291804}",FALSE,FALSE,38,34,4,OPEN,1620627770000,,,,,,,
86,86.0,10.0,dublin,DAME STREET,Dame Street,"{'lat': 53.344007, 'lng': -6.266802}",TRUE,FALSE,16,8,8,OPEN,1620627369000,,,,,,,
87,87.0,100.0,dublin,HEUSTON BRIDGE (SOUTH),Heuston Bridge (South),"{'lat': 53.347106, 'lng': -6.292041}",FALSE,FALSE,25,23,2,OPEN,1620627775000,,,,,,,
88,88.0,24.0,dublin,CATHAL BRUGHA STREET,Cathal Brugha Street,"{'lat': 53.352149, 'lng': -6.260533}",FALSE,FALSE,20,16,4,OPEN,1620627614000,,,,,,,
89,89.0,64.0,dublin,SANDWITH STREET,Sandwith Street,"{'lat': 53.345203, 'lng': -6.247163}",FALSE,FALSE,40,28,12,OPEN,1620627745000,,,,,,,
90,90.0,109.0,dublin,BUCKINGHAM STREET LOWER,Buckingham Street Lower,"{'lat': 53.353331, 'lng': -6.249319}",FALSE,FALSE,29,13,16,OPEN,1620627275000,,,,,,,
91,91.0,85.0,dublin,ROTHE ABBEY,Rothe Abbey,"{'lat': 53.338776, 'lng': -6.30395}",FALSE,FALSE,35,17,18,OPEN,1620627514000,,,,,,,
92,92.0,107.0,dublin,CHARLEVILLE ROAD,Charleville Road,"{'lat': 53.359157, 'lng': -6.281866}",FALSE,FALSE,40,21,19,OPEN,1620627399000,,,,,,,
93,93.0,33.0,dublin,PRINCES STREET / O'CONNELL STREET,Princes Street / O'Connell Street,"{'lat': 53.349013, 'lng': -6.260311}",TRUE,FALSE,23,15,8,OPEN,1620627853000,,,,,,,
94,94.0,44.0,dublin,UPPER SHERRARD STREET,Upper Sherrard Street,"{'lat': 53.358437, 'lng': -6.260641}",FALSE,FALSE,30,27,3,OPEN,1620627746000,,,,,,,
95,95.0,89.0,dublin,FITZWILLIAM SQUARE EAST,Fitzwilliam Square East,"{'lat': 53.335211, 'lng': -6.2509}",FALSE,FALSE,40,30,10,OPEN,1620627869000,,,,,,,
96,96.0,57.0,dublin,GRATTAN STREET,Grattan Street,"{'lat': 53.339629, 'lng': -6.243778}",FALSE,FALSE,23,22,1,OPEN,1620627515000,,,,,,,
97,97.0,80.0,dublin,ST JAMES HOSPITAL (LUAS),St James Hospital (Luas),"{'lat': 53.341359, 'lng': -6.292951}",FALSE,FALSE,40,26,14,OPEN,1620627662000,,,,,,,
98,98.0,41.0,dublin,HARCOURT TERRACE,Harcourt Terrace,"{'lat': 53.332763, 'lng': -6.257942}",FALSE,FALSE,20,6,14,OPEN,1620627685000,,,,,,,
99,99.0,3.0,dublin,BOLTON STREET,Bolton Street,"{'lat': 53.351182, 'lng': -6.269859}",FALSE,FALSE,20,9,11,OPEN,1620627458000,,,,,,,
100,100.0,40.0,dublin,JERVIS STREET,Jervis Street,"{'lat': 53.3483, 'lng': -6.266651}",FALSE,FALSE,21,7,14,OPEN,1620627352000,,,,,,,
101,101.0,29.0,dublin,ORMOND QUAY UPPER,Ormond Quay Upper,"{'lat': 53.346057, 'lng': -6.268001}",FALSE,FALSE,29,4,25,OPEN,1620627786000,,,,,,,
102,102.0,103.0,dublin,GRANGEGORMAN LOWER (SOUTH),Grangegorman Lower (South),"{'lat': 53.354663, 'lng': -6.278681}",FALSE,FALSE,40,32,8,OPEN,1620627409000,,,,,,,
103,103.0,28.0,dublin,MOUNTJOY SQUARE WEST,Mountjoy Square West,"{'lat': 53.356299, 'lng': -6.258586}",FALSE,FALSE,30,15,15,OPEN,1620627413000,,,,,,,
104,104.0,39.0,dublin,WILTON TERRACE,Wilton Terrace,"{'lat': 53.332383, 'lng': -6.252717}",FALSE,FALSE,20,2,18,OPEN,1620627410000,,,,,,,
105,105.0,83.0,dublin,EMMET ROAD,Emmet Road,"{'lat': 53.340714, 'lng': -6.308191}",FALSE,FALSE,40,9,31,OPEN,1620627529000,,,,,,,
106,106.0,92.0,dublin,HEUSTON BRIDGE (NORTH),Heuston Bridge (North),"{'lat': 53.347802, 'lng': -6.292432}",FALSE,FALSE,40,26,14,OPEN,1620627642000,,,,,,,
107,107.0,21.0,dublin,LEINSTER STREET SOUTH,Leinster Street South,"{'lat': 53.34218, 'lng': -6.254485}",FALSE,FALSE,30,21,9,OPEN,1620627676000,,,,,,,
108,108.0,88.0,dublin,BLACKHALL PLACE,Blackhall Place,"{'lat': 53.3488, 'lng': -6.281637}",FALSE,FALSE,30,17,13,OPEN,1620627413000,,,,,,,
0,0.0,42.0,dublin,SMITHFIELD NORTH,Smithfield North,"{'lat': 53.349562, 'lng': -6.278198}",FALSE,FALSE,30,6,23,OPEN,1620895045000,,,,,,,
1,1.0,30.0,dublin,PARNELL SQUARE NORTH,Parnell Square North,"{'lat': 53.353462, 'lng': -6.265305}",FALSE,FALSE,20,11,9,OPEN,1620895287000,,,,,,,
2,2.0,54.0,dublin,CLONMEL STREET,Clonmel Street,"{'lat': 53.336021, 'lng': -6.26298}",FALSE,FALSE,33,18,14,OPEN,1620895136000,,,,,,,
3,3.0,108.0,dublin,AVONDALE ROAD,Avondale Road,"{'lat': 53.359405, 'lng': -6.276142}",FALSE,FALSE,40,32,7,OPEN,1620895239000,,,,,,,
4,4.0,56.0,dublin,MOUNT STREET LOWER,Mount Street Lower,"{'lat': 53.33796, 'lng': -6.24153}",FALSE,FALSE,40,29,11,OPEN,1620895287000,,,,,,,
5,5.0,6.0,dublin,CHRISTCHURCH PLACE,Christchurch Place,"{'lat': 53.343368, 'lng': -6.27012}",FALSE,FALSE,20,11,9,OPEN,1620894947000,,,,,,,
6,6.0,18.0,dublin,GRANTHAM STREET,Grantham Street,"{'lat': 53.334123, 'lng': -6.265436}",FALSE,FALSE,30,5,25,OPEN,1620895408000,,,,,,,
7,7.0,32.0,dublin,PEARSE STREET,Pearse Street,"{'lat': 53.344304, 'lng': -6.250427}",FALSE,FALSE,30,10,20,OPEN,1620895239000,,,,,,,
8,8.0,52.0,dublin,YORK STREET EAST,York Street East,"{'lat': 53.338755, 'lng': -6.262003}",FALSE,FALSE,32,15,17,OPEN,1620895440000,,,,,,,
9,9.0,48.0,dublin,EXCISE WALK,Excise Walk,"{'lat': 53.347777, 'lng': -6.244239}",FALSE,FALSE,40,27,13,OPEN,1620895416000,,,,,,,
10,10.0,13.0,dublin,FITZWILLIAM SQUARE WEST,Fitzwilliam Square West,"{'lat': 53.336074, 'lng': -6.252825}",FALSE,FALSE,30,16,13,OPEN,1620895458000,,,,,,,
11,11.0,43.0,dublin,PORTOBELLO ROAD,Portobello Road,"{'lat': 53.330091, 'lng': -6.268044}",FALSE,FALSE,30,14,16,OPEN,1620895144000,,,,,,,
12,12.0,31.0,dublin,PARNELL STREET,Parnell Street,"{'lat': 53.350929, 'lng': -6.265125}",FALSE,FALSE,20,1,19,OPEN,1620895142000,,,,,,,
13,13.0,98.0,dublin,FREDERICK STREET SOUTH,Frederick Street South,"{'lat': 53.341515, 'lng': -6.256853}",FALSE,FALSE,40,18,21,OPEN,1620895344000,,,,,,,
14,14.0,23.0,dublin,CUSTOM HOUSE,Custom House,"{'lat': 53.348279, 'lng': -6.254662}",FALSE,FALSE,30,13,17,OPEN,1620895526000,,,,,,,
15,15.0,106.0,dublin,RATHDOWN ROAD,Rathdown Road,"{'lat': 53.35893, 'lng': -6.280337}",FALSE,FALSE,40,25,15,OPEN,1620895293000,,,,,,,
16,16.0,112.0,dublin,NORTH CIRCULAR ROAD (O'CONNELL'S),North Circular Road (O'Connell's),"{'lat': 53.357841, 'lng': -6.251557}",FALSE,FALSE,30,17,13,OPEN,1620895079000,,,,,,,
17,17.0,68.0,dublin,HANOVER QUAY,Hanover Quay,"{'lat': 53.344115, 'lng': -6.237153}",FALSE,FALSE,40,37,2,OPEN,1620895308000,,,,,,,
18,18.0,74.0,dublin,OLIVER BOND STREET,Oliver Bond Street,"{'lat': 53.343893, 'lng': -6.280531}",FALSE,FALSE,30,23,6,OPEN,1620895528000,,,,,,,
19,19.0,87.0,dublin,COLLINS BARRACKS MUSEUM,Collins Barracks Museum,"{'lat': 53.347477, 'lng': -6.28525}",FALSE,FALSE,38,34,3,OPEN,1620895347000,,,,,,,
20,20.0,84.0,dublin,BROOKFIELD ROAD,Brookfield Road,"{'lat': 53.339005, 'lng': -6.300217}",FALSE,FALSE,30,18,12,OPEN,1620895270000,,,,,,,
21,21.0,90.0,dublin,BENSON STREET,Benson Street,"{'lat': 53.344153, 'lng': -6.233451}",FALSE,FALSE,40,17,22,OPEN,1620895494000,,,,,,,
22,22.0,11.0,dublin,EARLSFORT TERRACE,Earlsfort Terrace,"{'lat': 53.334295, 'lng': -6.258503}",FALSE,FALSE,30,20,10,OPEN,1620895231000,,,,,,,
23,23.0,17.0,dublin,GOLDEN LANE,Golden Lane,"{'lat': 53.340803, 'lng': -6.267732}",FALSE,FALSE,20,13,7,OPEN,1620894953000,,,,,,,
24,24.0,45.0,dublin,DEVERELL PLACE,Deverell Place,"{'lat': 53.351464, 'lng': -6.255265}",FALSE,FALSE,30,23,6,OPEN,1620895238000,,,,,,,
25,25.0,114.0,dublin,WILTON TERRACE (PARK),Wilton Terrace (Park),"{'lat': 53.333653, 'lng': -6.248345}",FALSE,FALSE,40,27,13,OPEN,1620894993000,,,,,,,
26,26.0,72.0,dublin,JOHN STREET WEST,John Street West,"{'lat': 53.343105, 'lng': -6.277167}",FALSE,FALSE,31,23,8,OPEN,1620895100000,,,,,,,
27,27.0,63.0,dublin,FENIAN STREET,Fenian Street,"{'lat': 53.341428, 'lng': -6.24672}",FALSE,FALSE,35,21,14,OPEN,1620895063000,,,,,,,
28,28.0,113.0,dublin,MERRION SQUARE SOUTH,Merrion Square South,"{'lat': 53.338614, 'lng': -6.248606}",FALSE,FALSE,40,25,15,OPEN,1620895253000,,,,,,,
29,29.0,91.0,dublin,SOUTH DOCK ROAD,South Dock Road,"{'lat': 53.341833, 'lng': -6.231291}",FALSE,FALSE,30,24,5,OPEN,1620895210000,,,,,,,
30,30.0,99.0,dublin,CITY QUAY,City Quay,"{'lat': 53.346637, 'lng': -6.246154}",FALSE,FALSE,30,20,10,OPEN,1620895429000,,,,,,,
31,31.0,9.0,dublin,EXCHEQUER STREET,Exchequer Street,"{'lat': 53.343034, 'lng': -6.263578}",FALSE,FALSE,24,13,9,OPEN,1620895130000,,,,,,,
32,32.0,67.0,dublin,THE POINT,The Point,"{'lat': 53.346867, 'lng': -6.230852}",FALSE,FALSE,40,17,23,OPEN,1620895479000,,,,,,,
33,33.0,116.0,dublin,BROADSTONE,Broadstone,"{'lat': 53.3547, 'lng': -6.272314}",FALSE,FALSE,30,17,13,OPEN,1620895532000,,,,,,,
34,34.0,55.0,dublin,HATCH STREET,Hatch Street,"{'lat': 53.33403, 'lng': -6.260714}",FALSE,FALSE,36,30,6,OPEN,1620895433000,,,,,,,
35,35.0,62.0,dublin,LIME STREET,Lime Street,"{'lat': 53.346026, 'lng': -6.243576}",FALSE,FALSE,40,32,8,OPEN,1620895100000,,,,,,,
36,36.0,5.0,dublin,CHARLEMONT PLACE,Charlemont Street,"{'lat': 53.330662, 'lng': -6.260177}",FALSE,FALSE,40,40,0,OPEN,1620895017000,,,,,,,
37,37.0,97.0,dublin,KILMAINHAM GAOL,Kilmainham Gaol,"{'lat': 53.342113, 'lng': -6.310015}",FALSE,FALSE,40,33,7,OPEN,1620894931000,,,,,,,
38,38.0,61.0,dublin,HARDWICKE PLACE,Hardwicke Place,"{'lat': 53.357043, 'lng': -6.263232}",FALSE,FALSE,25,12,13,OPEN,1620895446000,,,,,,,
39,39.0,77.0,dublin,WOLFE TONE STREET,Wolfe Tone Street,"{'lat': 53.348875, 'lng': -6.267459}",FALSE,FALSE,29,9,20,OPEN,1620895195000,,,,,,,
40,40.0,73.0,dublin,FRANCIS STREET,Francis Street,"{'lat': 53.342081, 'lng': -6.275233}",FALSE,FALSE,30,21,9,OPEN,1620895305000,,,,,,,
